#name (cmd = mergePeaks -d 100 Elba1_ChIPnexus_sumit_q10.bed Elba2_ChIPnexus_sumit_q5.bed Elba3_ChIPnexus_sumit_q10.bed Insv_ChIPnexus_sumit_q10.bed -venn chipseq_100_venn.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	Elba1_ChIPnexus_sumit_q10.bed	Elba2_ChIPnexus_sumit_q5.bed	Elba3_ChIPnexus_sumit_q10.bed	Insv_ChIPnexus_sumit_q10.bed
Merged-chrX-9029479-1	chrX	9029429	9029529	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13445
Merged-chr2L-20858337-1	chr2L	20858287	20858387	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2548a
Merged-chr2L-20858582-2	chr2L	20858499	20858666	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_2548b,Insv_ChIPnexus_peak_2548c
Merged-chrX-9149262-1	chrX	9149212	9149312	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13476
Merged-chrX-9117274-1	chrX	9117224	9117324	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13469b
Merged-chrX-9160747-1	chrX	9160697	9160797	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13481
Merged-chr2L-11358958-1	chr2L	11358908	11359008	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1502
Merged-chr2L-11532011-1	chr2L	11531961	11532061	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1519
Merged-chr2L-1068115-1	chr2L	1068065	1068165	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_152b
Merged-chr2L-11816555-1	chr2L	11816505	11816605	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1531
Merged-chr2L-11960681-1	chr2L	11960631	11960731	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1537
Merged-chr2L-12030386-1	chr2L	12030336	12030436	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1559
Merged-chr3R-5243338-1	chr3R	5243288	5243388	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9332a
Merged-chr3R-5243467-1	chr3R	5243417	5243517	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9332b
Merged-chr3R-5243672-1	chr3R	5243622	5243722	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9332c
Merged-chr3R-5244150-1	chr3R	5244100	5244200	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9332e
Merged-chr3R-5244571-1	chr3R	5244521	5244621	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9332g
Merged-chr2L-12040723-1	chr2L	12040673	12040773	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1561
Merged-chr2L-12056286-1	chr2L	12056236	12056336	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1565
Merged-chr3R-5245076-3	chr3R	5244937	5245214	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	3				Insv_ChIPnexus_peak_9333b,Insv_ChIPnexus_peak_9333c,Insv_ChIPnexus_peak_9333d
Merged-chr2L-12076731-1	chr2L	12076681	12076781	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1571
Merged-chr2L-12097814-1	chr2L	12097764	12097864	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1578
Merged-chr2L-12201095-1	chr2L	12201045	12201145	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1590
Merged-chr2L-12284794-1	chr2L	12284744	12284844	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1591
Merged-chr2L-12341861-1	chr2L	12341811	12341911	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1594
Merged-chr2L-12398726-1	chr2L	12398676	12398776	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1598
Merged-chr3L-21469850-1	chr3L	21469800	21469900	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8294c
Merged-chr3L-11684712-1	chr3L	11684662	11684762	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6945b
Merged-chr2R-13737024-1	chr2R	13736974	13737074	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4542b
Merged-chr2R-13737268-1	chr2R	13737218	13737318	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4542c
Merged-chr2R-13737451-2	chr2R	13737359	13737543	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_4542d,Insv_ChIPnexus_peak_4542e
Merged-chr3L-12798183-2	chr3L	12798095	12798271	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_7094a,Insv_ChIPnexus_peak_7094b
Merged-chr3L-21476995-1	chr3L	21476945	21477045	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8296b
Merged-chrX-4582288-1	chrX	4582238	4582338	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12911c
Merged-chr3R-14215990-1	chr3R	14215940	14216040	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10513b
Merged-chr3R-26403702-1	chr3R	26403652	26403752	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11876c
Merged-chr3R-26403807-1	chr3R	26403757	26403857	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11876d
Merged-chr3R-7219820-1	chr3R	7219770	7219870	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9608
Merged-chr3L-19634694-1	chr3L	19634644	19634744	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8001
Merged-chr3L-19655206-1	chr3L	19655156	19655256	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8006
Merged-chr2L-7828991-1	chr2L	7828941	7829041	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_960a
Merged-chr3R-25129832-1	chr3R	25129782	25129882	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11717a
Merged-chr3R-7257588-1	chr3R	7257538	7257638	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9614
Merged-chr3L-19784003-1	chr3L	19783953	19784053	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8013
Merged-chr3R-7327032-1	chr3R	7326982	7327082	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9622
Merged-chr3R-7439053-1	chr3R	7439003	7439103	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9632
Merged-chr3R-7452577-1	chr3R	7452527	7452627	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9634
Merged-chr2L-6724218-1	chr2L	6724168	6724268	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_802c
Merged-chr3L-19854468-1	chr3L	19854418	19854518	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8032
Merged-chr3R-7475964-1	chr3R	7475914	7476014	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9641
Merged-chr3R-7491425-1	chr3R	7491375	7491475	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9645
Merged-chr3R-15728750-1	chr3R	15728700	15728800	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10679d
Merged-chr3R-7505956-1	chr3R	7505906	7506006	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9650
Merged-chr3R-7520942-1	chr3R	7520892	7520992	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9653
Merged-chr3R-7549212-1	chr3R	7549162	7549262	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9655
Merged-chr3L-19967115-1	chr3L	19967065	19967165	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8057
Merged-chr3L-19967422-1	chr3L	19967372	19967472	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8058
Merged-chr3L-19972959-1	chr3L	19972909	19973009	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8059
Merged-chr3L-20022153-1	chr3L	20022103	20022203	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8069
Merged-chr3L-20097299-1	chr3L	20097249	20097349	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8072
Merged-chr3L-20177083-1	chr3L	20177033	20177133	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8079
Merged-chr3L-20214202-1	chr3L	20214152	20214252	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8082
Merged-chr3R-7836143-1	chr3R	7836093	7836193	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9699
Merged-chr3L-20295539-1	chr3L	20295489	20295589	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8095
Merged-chrX-12998958-1	chrX	12998908	12999008	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13871c
Merged-chr2L-13835344-1	chr2L	13835294	13835394	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1750c
Merged-chr3L-17480272-1	chr3L	17480222	17480322	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7748a
Merged-chrX-1010406-1	chrX	1010356	1010456	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12512b
Merged-chrX-11515468-1	chrX	11515418	11515518	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13714a
Merged-chrX-11515953-1	chrX	11515903	11516003	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13714c
Merged-chr2R-2603611-1	chr2R	2603561	2603661	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2955b
Merged-chr3R-12544786-1	chr3R	12544736	12544836	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10270b
Merged-chr3R-12545434-1	chr3R	12545384	12545484	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10270e
Merged-chr3R-20720306-1	chr3R	20720256	20720356	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11312f
Merged-chr3R-20743590-1	chr3R	20743540	20743640	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11313a
Merged-chr3R-12556409-1	chr3R	12556359	12556459	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10272d
Merged-chr3R-11490781-2	chr3R	11490694	11490869	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_10112b,Insv_ChIPnexus_peak_10112c
Merged-chr3R-11491738-2	chr3R	11491657	11491820	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_10113a,Insv_ChIPnexus_peak_10113b
Merged-chr3R-11491944-1	chr3R	11491894	11491994	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10113d
Merged-chrX-20926645-1	chrX	20926595	20926695	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14756b
Merged-chr3L-432687-1	chr3L	432637	432737	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5601
Merged-chr3L-436101-1	chr3L	436051	436151	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5602
Merged-chr3L-442106-1	chr3L	442056	442156	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5604
Merged-chr3L-451455-1	chr3L	451405	451505	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5609
Merged-chr2R-9960394-1	chr2R	9960344	9960444	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4000
Merged-chr2R-9961809-1	chr2R	9961759	9961859	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4002
Merged-chr3R-12574437-2	chr3R	12574355	12574519	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_10276a,Insv_ChIPnexus_peak_10276b
Merged-chr3R-22397647-2	chr3R	22397568	22397727	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_11478a,Insv_ChIPnexus_peak_11478b
Merged-chrX-20928140-1	chrX	20928090	20928190	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14758c
Merged-chrX-20928350-1	chrX	20928300	20928400	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14758d
Merged-chr3L-604893-1	chr3L	604843	604943	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5622
Merged-chr2R-10158180-1	chr2R	10158130	10158230	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4029
Merged-chr3R-20771160-1	chr3R	20771110	20771210	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11319c
Merged-chr2R-10163037-1	chr2R	10162987	10163087	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4030
Merged-chr2R-10164714-1	chr2R	10164664	10164764	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4031
Merged-chr3R-8265302-1	chr3R	8265252	8265352	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9740a
Merged-chr3R-8265973-1	chr3R	8265923	8266023	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9740d
Merged-chr3L-687809-1	chr3L	687759	687859	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5644
Merged-chr2R-10220372-1	chr2R	10220322	10220422	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4046
Merged-chr3L-712204-1	chr3L	712154	712254	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5653
Merged-chr3L-730607-1	chr3L	730557	730657	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5656
Merged-chr3L-738948-1	chr3L	738898	738998	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5657
Merged-chr2L-3480648-1	chr2L	3480598	3480698	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_404b
Merged-chr2R-10250462-1	chr2R	10250412	10250512	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4051
Merged-chr2R-10368295-1	chr2R	10368245	10368345	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4062
Merged-chr2R-10391443-1	chr2R	10391393	10391493	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4066
Merged-chr2R-10413690-1	chr2R	10413640	10413740	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4067
Merged-chr2R-10414025-1	chr2R	10413975	10414075	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4068
Merged-chr2R-10488760-1	chr2R	10488710	10488810	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4069
Merged-chr3L-814452-1	chr3L	814402	814502	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5678
Merged-chr2R-10594313-1	chr2R	10594263	10594363	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4077
Merged-chr2R-10600514-1	chr2R	10600464	10600564	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4078
Merged-chr3L-827897-1	chr3L	827847	827947	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5680
Merged-chr3L-851394-1	chr3L	851344	851444	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5686
Merged-chr3L-852711-1	chr3L	852661	852761	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5687
Merged-chr2R-10648161-1	chr2R	10648111	10648211	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4087
Merged-chr3R-8285656-1	chr3R	8285606	8285706	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9745a
Merged-chr3L-871864-1	chr3L	871814	871914	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5693
Merged-chr3L-901005-1	chr3L	900955	901055	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5697
Merged-chr2R-10687202-1	chr2R	10687152	10687252	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4093
Merged-chr3L-14748509-1	chr3L	14748459	14748559	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7342d
Merged-chr3L-14750384-1	chr3L	14750334	14750434	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7343a
Merged-chr3L-14751261-1	chr3L	14751211	14751311	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7344c
Merged-chr3L-14751427-1	chr3L	14751377	14751477	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7344d
Merged-chr3L-14751894-1	chr3L	14751844	14751944	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7345a
Merged-chr3L-14752001-1	chr3L	14751951	14752051	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7345b
Merged-chrX-9126465-1	chrX	9126415	9126515	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13471b
Merged-chrX-9412464-1	chrX	9412414	9412514	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13501
Merged-chrX-9474058-1	chrX	9474008	9474108	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13506
Merged-chrX-9494957-1	chrX	9494907	9495007	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13508
Merged-chr3LHet-207083-1	chr3LHet	207033	207133	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8549a
Merged-chr3LHet-207216-1	chr3LHet	207166	207266	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8549b
Merged-chr2R-8499757-1	chr2R	8499707	8499807	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3754a
Merged-chr2L-10291273-1	chr2L	10291223	10291323	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1351a
Merged-chr2L-10292345-1	chr2L	10292295	10292395	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1351f
Merged-chrX-9553055-1	chrX	9553005	9553105	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13520
Merged-chrX-9783851-1	chrX	9783801	9783901	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13532
Merged-chrX-9903990-1	chrX	9903940	9904040	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13534
Merged-chrX-9964117-1	chrX	9964067	9964167	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13536
Merged-chr3R-17486789-2	chr3R	17486711	17486867	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_10923b,Insv_ChIPnexus_peak_10923c
Merged-chrX-17001938-1	chrX	17001888	17001988	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14351e
Merged-chrX-17002619-1	chrX	17002569	17002669	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14351h
Merged-chrX-10043446-1	chrX	10043396	10043496	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13546
Merged-chr3R-17488192-1	chr3R	17488142	17488242	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10924b
Merged-chr3R-17488326-1	chr3R	17488276	17488376	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10924c
Merged-chr2L-20922968-1	chr2L	20922918	20923018	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2556b
Merged-chr4-230892-1	chr4	230842	230942	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12114a
Merged-chr4-231101-1	chr4	231051	231151	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12114b
Merged-chrX-10203304-1	chrX	10203254	10203354	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13554
Merged-chrX-8009468-1	chrX	8009418	8009518	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13317e
Merged-chrX-10279214-1	chrX	10279164	10279264	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13565
Merged-chrX-8010153-1	chrX	8010103	8010203	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13317i
Merged-chrU-481154-1	chrU	481104	481204	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12276a
Merged-chr3R-17497497-1	chr3R	17497447	17497547	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10926b
Merged-chrU-481453-1	chrU	481403	481503	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12276c
Merged-chrX-9149917-1	chrX	9149867	9149967	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13478a
Merged-chrX-9150045-1	chrX	9149995	9150095	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13478b
Merged-chrX-10371267-1	chrX	10371217	10371317	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13575
Merged-chrX-10441985-1	chrX	10441935	10442035	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13582
Merged-chrX-10515911-1	chrX	10515861	10515961	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13589
Merged-chr3R-18983074-1	chr3R	18983024	18983124	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11076c
Merged-chr2L-12436414-1	chr2L	12436364	12436464	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1604
Merged-chr2L-12455321-1	chr2L	12455271	12455371	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1605
Merged-chr2L-12484261-1	chr2L	12484211	12484311	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1612
Merged-chr2L-12546705-1	chr2L	12546655	12546755	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1629
Merged-chr2L-12579237-1	chr2L	12579187	12579287	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1637
Merged-chr2L-12585113-1	chr2L	12585063	12585163	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1639
Merged-chr2L-12637469-1	chr2L	12637419	12637519	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1648
Merged-chr3R-5322625-2	chr3R	5322539	5322712	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_9341a,Insv_ChIPnexus_peak_9341b
Merged-chr2L-12678294-1	chr2L	12678244	12678344	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1655
Merged-chr3L-20488462-1	chr3L	20488412	20488512	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8140b
Merged-chr2L-1157921-1	chr2L	1157871	1157971	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_165d
Merged-chr2L-12712490-1	chr2L	12712440	12712540	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1662
Merged-chr2L-13159067-1	chr2L	13159017	13159117	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1677
Merged-chr2L-13191985-1	chr2L	13191935	13192035	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1688
Merged-chr3L-11783130-2	chr3L	11783038	11783222	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_6953a,Insv_ChIPnexus_peak_6953b
