#name (cmd = mergePeaks -d 150 Elba1_ChIPnexus_sumit_q10.bed Elba2_ChIPnexus_sumit_q5.bed Elba3_ChIPnexus_sumit_q10.bed Insv_ChIPnexus_sumit_q10.bed -venn chipseq_150_venn.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	Elba1_ChIPnexus_sumit_q10.bed	Elba2_ChIPnexus_sumit_q5.bed	Elba3_ChIPnexus_sumit_q10.bed	Insv_ChIPnexus_sumit_q10.bed
Merged-chr2L-4914316-1	chr2L	4914241	4914391	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_564
Merged-chrX-2876555-1	chrX	2876480	2876630	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12738b
Merged-chr3L-18076735-1	chr3L	18076660	18076810	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7809
Merged-chr3L-5352549-1	chr3L	5352474	5352624	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6201
Merged-chr3L-5359317-1	chr3L	5359242	5359392	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6204
Merged-chr3L-5530373-1	chr3L	5530298	5530448	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6207
Merged-chr3L-5530787-1	chr3L	5530712	5530862	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6208
Merged-chr3R-23064851-2	chr3R	23064743	23064959	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_11537a,Insv_ChIPnexus_peak_11537b
Merged-chr3L-18081330-1	chr3L	18081255	18081405	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7810
Merged-chr3L-18106007-1	chr3L	18105932	18106082	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7816
Merged-chr3R-25040313-1	chr3R	25040238	25040388	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11698b
Merged-chr3L-5576507-1	chr3L	5576432	5576582	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6214
Merged-chr2L-5036310-1	chr2L	5036235	5036385	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_585
Merged-chr2L-5052796-1	chr2L	5052721	5052871	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_589
Merged-chr3R-25040830-1	chr3R	25040755	25040905	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11699c
Merged-chr3R-25041303-1	chr3R	25041228	25041378	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11699e
Merged-chr3R-25041534-1	chr3R	25041459	25041609	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11699f
Merged-chr2L-5070938-1	chr2L	5070863	5071013	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_593
Merged-chr3L-18228701-1	chr3L	18228626	18228776	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7831
Merged-chr3L-5762188-1	chr3L	5762113	5762263	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6233
Merged-chr3L-18276767-1	chr3L	18276692	18276842	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7841
Merged-chr3L-5792418-1	chr3L	5792343	5792493	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6241
Merged-chr3R-10326361-1	chr3R	10326286	10326436	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9961b
Merged-chr2L-6622774-2	chr2L	6622658	6622891	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_784a,Insv_ChIPnexus_peak_784b
Merged-chr3L-18391509-1	chr3L	18391434	18391584	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7854
Merged-chr3L-18394200-1	chr3L	18394125	18394275	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7856
Merged-chr3L-5845464-1	chr3L	5845389	5845539	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6250
Merged-chr3L-5854726-1	chr3L	5854651	5854801	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6252
Merged-chr3L-5870218-1	chr3L	5870143	5870293	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6254
Merged-chr3L-5870775-1	chr3L	5870700	5870850	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6255
Merged-chr3R-10337255-2	chr3R	10337145	10337366	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_9962a,Insv_ChIPnexus_peak_9962b
Merged-chr3L-18453620-1	chr3L	18453545	18453695	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7861
Merged-chr3L-5892576-1	chr3L	5892501	5892651	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6261
Merged-chr3L-5919174-1	chr3L	5919099	5919249	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6263
Merged-chr3L-5920834-1	chr3L	5920759	5920909	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6265
Merged-chr3R-1029705-2	chr3R	1029597	1029813	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_8761a,Insv_ChIPnexus_peak_8761b
Merged-chr3L-18621051-1	chr3L	18620976	18621126	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7876
Merged-chr3L-5957444-1	chr3L	5957369	5957519	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6273
Merged-chr3L-5960134-1	chr3L	5960059	5960209	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6274
Merged-chr3L-5989949-1	chr3L	5989874	5990024	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6279
Merged-chr3R-10341279-1	chr3R	10341204	10341354	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9964b
Merged-chr3L-18660412-1	chr3L	18660337	18660487	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7880
Merged-chr2L-5461034-2	chr2L	5460929	5461139	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_627b,Insv_ChIPnexus_peak_627c
Merged-chr3L-5991565-1	chr3L	5991490	5991640	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6280
Merged-chr3L-6004871-1	chr3L	6004796	6004946	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6281
Merged-chr3L-6012679-1	chr3L	6012604	6012754	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6282
Merged-chr3L-6052412-1	chr3L	6052337	6052487	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6288
Merged-chr3L-6059466-1	chr3L	6059391	6059541	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6289
Merged-chr3L-15134553-1	chr3L	15134478	15134628	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7401b
Merged-chr3L-18821602-1	chr3L	18821527	18821677	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7896
Merged-chr3L-6096989-1	chr3L	6096914	6097064	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6297
Merged-chr3L-15135819-1	chr3L	15135744	15135894	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7402b
Merged-chr3L-6839118-2	chr3L	6838990	6839247	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_6361a,Insv_ChIPnexus_peak_6361b
Merged-chr3R-9119064-1	chr3R	9118989	9119139	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9807b
Merged-chr3L-5352943-2	chr3L	5352832	5353054	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_6202a,Insv_ChIPnexus_peak_6202b
Merged-chr2R-9829715-2	chr2R	9829600	9829831	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_3972a,Insv_ChIPnexus_peak_3972b
Merged-chr2R-9831785-1	chr2R	9831710	9831860	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3973c
Merged-chrX-9672727-1	chrX	9672652	9672802	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13531b
Merged-chr2L-21310017-1	chr2L	21309942	21310092	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2611a
Merged-chrX-15394178-1	chrX	15394103	15394253	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14100
Merged-chrX-15522467-1	chrX	15522392	15522542	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14116
Merged-chrX-653551-1	chrX	653476	653626	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12491b
Merged-chr3L-15166075-1	chr3L	15166000	15166150	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7409a
Merged-chr3L-6951442-1	chr3L	6951367	6951517	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6368b
Merged-chr3L-6951676-1	chr3L	6951601	6951751	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6368c
Merged-chr3R-20613108-4	chr3R	20612915	20613325	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	4				Insv_ChIPnexus_peak_11291a,Insv_ChIPnexus_peak_11291b,Insv_ChIPnexus_peak_11291c,Insv_ChIPnexus_peak_11291d
Merged-chrX-15626145-1	chrX	15626070	15626220	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14136
Merged-chr2R-9844817-1	chr2R	9844742	9844892	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3977b
Merged-chrX-15655272-1	chrX	15655197	15655347	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14146
Merged-chrX-19073849-1	chrX	19073774	19073924	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14572b
Merged-chr3R-19530888-1	chr3R	19530813	19530963	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11132d
Merged-chr2L-21344283-1	chr2L	21344208	21344358	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2616a
Merged-chr2L-21344885-1	chr2L	21344810	21344960	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2616d
Merged-chrX-9965045-1	chrX	9964970	9965120	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13537b
Merged-chr3R-11301859-2	chr3R	11301724	11301994	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_10092a,Insv_ChIPnexus_peak_10092b
Merged-chrX-15713403-1	chrX	15713328	15713478	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14161
Merged-chrX-15734174-1	chrX	15734099	15734249	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14166
Merged-chrX-19084182-2	chrX	19084062	19084303	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_14574a,Insv_ChIPnexus_peak_14574b
Merged-chrX-19085721-2	chrX	19085607	19085835	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_14575f,Insv_ChIPnexus_peak_14575g
Merged-chrX-15843118-1	chrX	15843043	15843193	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14188
Merged-chr2R-8821567-1	chr2R	8821492	8821642	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3801
Merged-chr2R-8824033-1	chr2R	8823958	8824108	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3803
Merged-chr2L-18484810-1	chr2L	18484735	18484885	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2204
Merged-chr2L-3302034-1	chr2L	3301959	3302109	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_380a
Merged-chr3R-19559441-1	chr3R	19559366	19559516	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11137a
Merged-chr2R-8859314-1	chr2R	8859239	8859389	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3814
Merged-chr2L-18666111-1	chr2L	18666036	18666186	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2227
Merged-chr2L-18667633-1	chr2L	18667558	18667708	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2229
Merged-chr2L-1909933-1	chr2L	1909858	1910008	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_222b
Merged-chr2L-18682096-1	chr2L	18682021	18682171	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2232
Merged-chr3R-5659302-2	chr3R	5659196	5659408	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_9400a,Insv_ChIPnexus_peak_9400b
Merged-chr2L-18714294-1	chr2L	18714219	18714369	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2244
Merged-chr3R-6982709-2	chr3R	6982593	6982825	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_9562a,Insv_ChIPnexus_peak_9562b
Merged-chr2L-18909895-1	chr2L	18909820	18909970	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2263
Merged-chr2L-18932314-1	chr2L	18932239	18932389	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2267
Merged-chr3L-21871838-1	chr3L	21871763	21871913	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8361b
Merged-chr2R-9236995-1	chr2R	9236920	9237070	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3873
Merged-chr2R-9261258-1	chr2R	9261183	9261333	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3878
Merged-chr2L-18943975-1	chr2L	18943900	18944050	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2270
Merged-chr2L-18948874-1	chr2L	18948799	18948949	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2274
Merged-chr2R-9291372-1	chr2R	9291297	9291447	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3880
Merged-chr3R-5699398-1	chr3R	5699323	5699473	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9404b
Merged-chr3L-1913680-2	chr3L	1913573	1913787	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_5811a,Insv_ChIPnexus_peak_5811b
Merged-chr2L-19034647-1	chr2L	19034572	19034722	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2286
Merged-chr2L-3422791-1	chr2L	3422716	3422866	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_389b
Merged-chr2L-3423009-1	chr2L	3422934	3423084	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_389c
Merged-chr2R-15916665-1	chr2R	15916590	15916740	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4771a
Merged-chr2L-1979822-1	chr2L	1979747	1979897	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_229d
Merged-chr3R-5705609-1	chr3R	5705534	5705684	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9408a
Merged-chr3L-3289335-1	chr3L	3289260	3289410	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5975c
Merged-chr3L-13443873-1	chr3L	13443798	13443948	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7165a
Merged-chr3L-13444427-1	chr3L	13444352	13444502	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7165e
Merged-chr3L-13445045-1	chr3L	13444970	13445120	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7165h
Merged-chr3R-7040305-1	chr3R	7040230	7040380	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9569a
Merged-chr3L-20864334-1	chr3L	20864259	20864409	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8207b
Merged-chr3R-25049175-1	chr3R	25049100	25049250	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11702
Merged-chr3R-25077390-1	chr3R	25077315	25077465	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11704
Merged-chr2R-6316585-1	chr2R	6316510	6316660	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3413b
Merged-chr3L-12188254-2	chr3L	12188138	12188371	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_7007a,Insv_ChIPnexus_peak_7007b
Merged-chr3R-25109983-1	chr3R	25109908	25110058	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11712
Merged-chr2L-18590477-1	chr2L	18590402	18590552	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2212b
Merged-chr3R-11494768-1	chr3R	11494693	11494843	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10114
Merged-chr3R-11505844-1	chr3R	11505769	11505919	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10116
Merged-chr3R-11514326-1	chr3R	11514251	11514401	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10118
Merged-chr3R-11612390-1	chr3R	11612315	11612465	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10119
Merged-chr2L-19508811-2	chr2L	19508697	19508926	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_2373a,Insv_ChIPnexus_peak_2373b
Merged-chr3R-25145313-1	chr3R	25145238	25145388	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11720
Merged-chr3R-25145956-1	chr3R	25145881	25146031	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11721
Merged-chr3R-11618382-1	chr3R	11618307	11618457	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10120
Merged-chr3L-13479847-2	chr3L	13479736	13479959	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_7169a,Insv_ChIPnexus_peak_7169b
Merged-chr3R-11774574-1	chr3R	11774499	11774649	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10139
Merged-chr3R-27231270-1	chr3R	27231195	27231345	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11945a
Merged-chr3R-27231835-1	chr3R	27231760	27231910	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11945c
Merged-chr3R-25508397-1	chr3R	25508322	25508472	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11748
Merged-chr3R-11798158-1	chr3R	11798083	11798233	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10142
Merged-chr3R-25541887-1	chr3R	25541812	25541962	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11751
Merged-chr3R-25542843-1	chr3R	25542768	25542918	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11752
Merged-chr3R-11829968-1	chr3R	11829893	11830043	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10153
Merged-chr3R-11866808-1	chr3R	11866733	11866883	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10159
Merged-chr2L-19542383-2	chr2L	19542282	19542484	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_2377a,Insv_ChIPnexus_peak_2377b
Merged-chr3R-11875125-1	chr3R	11875050	11875200	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10162
Merged-chr3R-11876487-1	chr3R	11876412	11876562	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10164
Merged-chr3R-11891304-1	chr3R	11891229	11891379	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10166
Merged-chr3R-11894144-1	chr3R	11894069	11894219	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10167
Merged-chr3R-27284113-3	chr3R	27283934	27284272	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	3				Insv_ChIPnexus_peak_11948a,Insv_ChIPnexus_peak_11948b,Insv_ChIPnexus_peak_11948c
Merged-chrX-7860376-1	chrX	7860301	7860451	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13298d
Merged-chr3R-25684719-1	chr3R	25684644	25684794	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11777
Merged-chr3R-11975718-1	chr3R	11975643	11975793	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10179
Merged-chr4-152170-2	chr4	152066	152274	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_12097b,Insv_ChIPnexus_peak_12097c
Merged-chrX-15770389-1	chrX	15770314	15770464	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14175e
Merged-chr3R-25729913-1	chr3R	25729838	25729988	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11784
Merged-chr3R-12006348-1	chr3R	12006273	12006423	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10183
Merged-chr3R-12007828-1	chr3R	12007753	12007903	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10184
Merged-chr3R-12012648-1	chr3R	12012573	12012723	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10185
Merged-chrX-15780842-1	chrX	15780767	15780917	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14176b
Merged-chr3R-25862570-1	chr3R	25862495	25862645	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11797
Merged-chr3R-12066604-1	chr3R	12066529	12066679	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10190
Merged-chr3R-12073827-1	chr3R	12073752	12073902	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10194
Merged-chr3R-12086313-1	chr3R	12086238	12086388	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10199
Merged-chrX-15786533-1	chrX	15786458	15786608	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14179e
Merged-chr3L-19307130-1	chr3L	19307055	19307205	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7970a
Merged-chr3R-2696608-1	chr3R	2696533	2696683	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9000b
Merged-chr3L-18097618-1	chr3L	18097543	18097693	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7812a
Merged-chr3L-10314099-2	chr3L	10313979	10314219	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_6772a,Insv_ChIPnexus_peak_6772b
Merged-chr3R-2734110-2	chr3R	2733965	2734256	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_9007a,Insv_ChIPnexus_peak_9007b
Merged-chr3L-10405806-2	chr3L	10405701	10405912	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_6776a,Insv_ChIPnexus_peak_6776b
Merged-chr3R-2738081-2	chr3R	2737945	2738218	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_9008a,Insv_ChIPnexus_peak_9008b
Merged-chr3L-333690-1	chr3L	333615	333765	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5576c
Merged-chr3L-10420556-2	chr3L	10420438	10420675	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_6778a,Insv_ChIPnexus_peak_6778b
Merged-chr2R-20963425-2	chr2R	20963308	20963543	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_5416a,Insv_ChIPnexus_peak_5416b
Merged-chr2R-20963782-1	chr2R	20963707	20963857	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5416c
