#name (cmd = mergePeaks -d given Elba1_ChIPnexus_sumit_q10.bed Elba2_ChIPnexus_sumit_q5.bed Elba3_ChIPnexus_sumit_q10.bed Insv_ChIPnexus_sumit_q10.bed -venn chipseq_given_venn.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	Elba1_ChIPnexus_sumit_q10.bed	Elba2_ChIPnexus_sumit_q5.bed	Elba3_ChIPnexus_sumit_q10.bed	Insv_ChIPnexus_sumit_q10.bed
Merged-chr3R-12556518-1	chr3R	12556518	12556518	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10272e
Merged-chr3R-12556600-1	chr3R	12556600	12556600	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10272f
Merged-chr3R-11490744-1	chr3R	11490744	11490744	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10112b
Merged-chr3R-11490819-1	chr3R	11490819	11490819	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10112c
Merged-chr3R-11491707-1	chr3R	11491707	11491707	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10113a
Merged-chr3R-11491770-1	chr3R	11491770	11491770	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10113b
Merged-chr3R-11491944-1	chr3R	11491944	11491944	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10113d
Merged-chrX-20926645-1	chrX	20926645	20926645	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14756b
Merged-chr3L-432687-1	chr3L	432687	432687	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5601
Merged-chr3L-436101-1	chr3L	436101	436101	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5602
Merged-chr3L-442106-1	chr3L	442106	442106	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5604
Merged-chr3L-451455-1	chr3L	451455	451455	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5609
Merged-chr2R-9960394-1	chr2R	9960394	9960394	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4000
Merged-chr2R-9961809-1	chr2R	9961809	9961809	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4002
Merged-chr3R-12574405-1	chr3R	12574405	12574405	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10276a
Merged-chr3R-12574469-1	chr3R	12574469	12574469	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10276b
Merged-chr3R-22397618-1	chr3R	22397618	22397618	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11478a
Merged-chr3R-22397677-1	chr3R	22397677	22397677	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11478b
Merged-chr2R-10071367-1	chr2R	10071367	10071367	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4013
Merged-chrX-20927843-1	chrX	20927843	20927843	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14758a
Merged-chrX-20927915-1	chrX	20927915	20927915	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14758b
Merged-chrX-20928140-1	chrX	20928140	20928140	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14758c
Merged-chrX-20928350-1	chrX	20928350	20928350	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14758d
Merged-chr3L-604893-1	chr3L	604893	604893	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5622
Merged-chr2R-10126921-1	chr2R	10126921	10126921	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4023
Merged-chr2R-10143952-1	chr2R	10143952	10143952	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4026
Merged-chr2R-10146500-1	chr2R	10146500	10146500	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4027
Merged-chr2R-10158180-1	chr2R	10158180	10158180	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4029
Merged-chr3R-20770942-1	chr3R	20770942	20770942	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11319a
Merged-chr3R-20770997-1	chr3R	20770997	20770997	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11319b
Merged-chr3R-20771160-1	chr3R	20771160	20771160	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11319c
Merged-chr3R-20771410-1	chr3R	20771410	20771410	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11319d
Merged-chr2R-10163037-1	chr2R	10163037	10163037	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4030
Merged-chr2R-10164714-1	chr2R	10164714	10164714	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4031
Merged-chr2R-10191305-1	chr2R	10191305	10191305	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4036
Merged-chr3R-8265302-1	chr3R	8265302	8265302	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9740a
Merged-chr3R-8265521-1	chr3R	8265521	8265521	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9740b
Merged-chr3R-8265726-1	chr3R	8265726	8265726	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9740c
Merged-chr3R-8265973-1	chr3R	8265973	8265973	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9740d
Merged-chr3L-687809-1	chr3L	687809	687809	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5644
Merged-chr2R-10220372-1	chr2R	10220372	10220372	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4046
Merged-chr3L-712204-1	chr3L	712204	712204	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5653
Merged-chr3L-730607-1	chr3L	730607	730607	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5656
Merged-chr3L-738948-1	chr3L	738948	738948	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5657
Merged-chr2L-3480648-1	chr2L	3480648	3480648	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_404b
Merged-chr2R-10250462-1	chr2R	10250462	10250462	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4051
Merged-chr2R-10368295-1	chr2R	10368295	10368295	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4062
Merged-chr2R-10391443-1	chr2R	10391443	10391443	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4066
Merged-chr2R-10413690-1	chr2R	10413690	10413690	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4067
Merged-chr2R-10414025-1	chr2R	10414025	10414025	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4068
Merged-chr2R-10488760-1	chr2R	10488760	10488760	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4069
Merged-chr3L-814452-1	chr3L	814452	814452	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5678
Merged-chr2R-10594313-1	chr2R	10594313	10594313	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4077
Merged-chr2R-10600514-1	chr2R	10600514	10600514	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4078
Merged-chr3L-827897-1	chr3L	827897	827897	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5680
Merged-chr3L-851394-1	chr3L	851394	851394	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5686
Merged-chr3L-852711-1	chr3L	852711	852711	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5687
Merged-chr2R-10648161-1	chr2R	10648161	10648161	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4087
Merged-chr3R-8285656-1	chr3R	8285656	8285656	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9745a
Merged-chr3R-8286075-1	chr3R	8286075	8286075	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9745d
Merged-chr3L-871864-1	chr3L	871864	871864	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5693
Merged-chr3L-901005-1	chr3L	901005	901005	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5697
Merged-chr3L-904758-1	chr3L	904758	904758	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5698
Merged-chr2R-10684329-1	chr2R	10684329	10684329	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4091
Merged-chr2R-10687202-1	chr2R	10687202	10687202	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4093
Merged-chr2R-10701944-1	chr2R	10701944	10701944	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4095
Merged-chr3L-14748509-1	chr3L	14748509	14748509	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7342d
Merged-chr3L-24348279-1	chr3L	24348279	24348279	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8544a
Merged-chr3L-14750384-1	chr3L	14750384	14750384	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7343a
Merged-chr3L-14751261-1	chr3L	14751261	14751261	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7344c
Merged-chr3L-14751427-1	chr3L	14751427	14751427	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7344d
Merged-chr3L-14751894-1	chr3L	14751894	14751894	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7345a
Merged-chr3L-14752001-1	chr3L	14752001	14752001	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7345b
Merged-chr3L-14752367-1	chr3L	14752367	14752367	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7345c
Merged-chr3L-14755079-1	chr3L	14755079	14755079	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7346b
Merged-chrX-9126465-1	chrX	9126465	9126465	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13471b
Merged-chrX-9412464-1	chrX	9412464	9412464	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13501
Merged-chrX-9474058-1	chrX	9474058	9474058	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13506
Merged-chrX-9494957-1	chrX	9494957	9494957	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13508
Merged-chr3L-14768905-1	chr3L	14768905	14768905	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7347b
Merged-chr3L-14769150-1	chr3L	14769150	14769150	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7347c
Merged-chr3L-14769209-1	chr3L	14769209	14769209	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7347d
Merged-chr3L-14769282-1	chr3L	14769282	14769282	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7347e
Merged-chr3LHet-207083-1	chr3LHet	207083	207083	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8549a
Merged-chr3LHet-207216-1	chr3LHet	207216	207216	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8549b
Merged-chr2L-10285146-1	chr2L	10285146	10285146	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1350a
Merged-chr2L-10285200-1	chr2L	10285200	10285200	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1350b
Merged-chr2R-8499757-1	chr2R	8499757	8499757	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3754a
Merged-chr2L-10291273-1	chr2L	10291273	10291273	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1351a
Merged-chr2L-10291453-1	chr2L	10291453	10291453	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1351b
Merged-chr2L-10291719-1	chr2L	10291719	10291719	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1351c
Merged-chr2L-10292345-1	chr2L	10292345	10292345	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1351f
Merged-chrX-9553055-1	chrX	9553055	9553055	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13520
Merged-chrX-9783851-1	chrX	9783851	9783851	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13532
Merged-chrX-9903990-1	chrX	9903990	9903990	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13534
Merged-chrX-9964117-1	chrX	9964117	9964117	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13536
Merged-chrX-17001615-1	chrX	17001615	17001615	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14351b
Merged-chr3R-17486761-1	chr3R	17486761	17486761	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10923b
Merged-chrX-17001676-1	chrX	17001676	17001676	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14351c
Merged-chr3R-17486817-1	chr3R	17486817	17486817	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10923c
Merged-chrX-17001938-1	chrX	17001938	17001938	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14351e
Merged-chrX-17002255-1	chrX	17002255	17002255	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14351f
Merged-chrX-17002619-1	chrX	17002619	17002619	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14351h
Merged-chrX-7994895-1	chrX	7994895	7994895	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13315b
Merged-chrX-10043446-1	chrX	10043446	10043446	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13546
Merged-chr3R-17488192-1	chr3R	17488192	17488192	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10924b
Merged-chr3R-17488326-1	chr3R	17488326	17488326	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10924c
Merged-chr3R-17488673-1	chr3R	17488673	17488673	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10924d
Merged-chr2L-20922968-1	chr2L	20922968	20922968	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2556b
Merged-chr4-230892-1	chr4	230892	230892	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12114a
Merged-chr4-231101-1	chr4	231101	231101	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12114b
Merged-chrX-7996169-1	chrX	7996169	7996169	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13316b
Merged-chrX-10203304-1	chrX	10203304	10203304	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13554
Merged-chr3R-18967828-1	chr3R	18967828	18967828	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11073c
Merged-chr3R-18967919-1	chr3R	18967919	18967919	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11073d
Merged-chr3R-18967987-1	chr3R	18967987	18967987	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11073e
Merged-chr2L-10303915-1	chr2L	10303915	10303915	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1355a
Merged-chrX-8009043-1	chrX	8009043	8009043	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13317c
Merged-chrX-8009468-1	chrX	8009468	8009468	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13317e
Merged-chrX-10279214-1	chrX	10279214	10279214	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13565
Merged-chrX-10279966-1	chrX	10279966	10279966	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13566
Merged-chrX-8009736-1	chrX	8009736	8009736	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13317g
Merged-chrX-8009938-1	chrX	8009938	8009938	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13317h
Merged-chrX-8010153-1	chrX	8010153	8010153	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13317i
Merged-chrU-481154-1	chrU	481154	481154	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12276a
Merged-chr3R-17497497-1	chr3R	17497497	17497497	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10926b
Merged-chrU-481322-1	chrU	481322	481322	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12276b
Merged-chrU-481453-1	chrU	481453	481453	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12276c
Merged-chrX-9149917-1	chrX	9149917	9149917	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13478a
Merged-chrX-9150045-1	chrX	9150045	9150045	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13478b
Merged-chrX-9150162-1	chrX	9150162	9150162	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13478c
Merged-chrX-10371267-1	chrX	10371267	10371267	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13575
Merged-chrX-9159311-1	chrX	9159311	9159311	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13479a
Merged-chrX-9159420-1	chrX	9159420	9159420	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13479b
Merged-chrX-10441985-1	chrX	10441985	10441985	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13582
Merged-chrX-10515911-1	chrX	10515911	10515911	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13589
Merged-chr3R-18982727-1	chr3R	18982727	18982727	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11076a
Merged-chr3R-18982808-1	chr3R	18982808	18982808	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11076b
Merged-chr3R-18983074-1	chr3R	18983074	18983074	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11076c
Merged-chr2L-12436414-1	chr2L	12436414	12436414	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1604
Merged-chr2L-12455321-1	chr2L	12455321	12455321	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1605
Merged-chrX-17043031-1	chrX	17043031	17043031	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14357a
Merged-chr2L-12484261-1	chr2L	12484261	12484261	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1612
Merged-chr2L-12521271-1	chr2L	12521271	12521271	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1616
Merged-chr2L-12522725-1	chr2L	12522725	12522725	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1617
Merged-chr2L-12546705-1	chr2L	12546705	12546705	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1629
Merged-chr2L-12579237-1	chr2L	12579237	12579237	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1637
Merged-chr2L-12585113-1	chr2L	12585113	12585113	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1639
Merged-chr2L-12637469-1	chr2L	12637469	12637469	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1648
Merged-chr3R-5322589-1	chr3R	5322589	5322589	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9341a
Merged-chr3R-5322662-1	chr3R	5322662	5322662	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9341b
Merged-chr2L-12653418-1	chr2L	12653418	12653418	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1650
Merged-chr2L-12678294-1	chr2L	12678294	12678294	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1655
Merged-chr3L-20488462-1	chr3L	20488462	20488462	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8140b
Merged-chr2L-1157642-1	chr2L	1157642	1157642	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_165b
Merged-chr2L-1157921-1	chr2L	1157921	1157921	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_165d
Merged-chr2L-1158146-1	chr2L	1158146	1158146	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_165e
Merged-chr2L-12712490-1	chr2L	12712490	12712490	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1662
Merged-chr2L-13158085-1	chr2L	13158085	13158085	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1676
Merged-chr2L-13159067-1	chr2L	13159067	13159067	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1677
Merged-chr3L-11782303-1	chr3L	11782303	11782303	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6952b
Merged-chr2L-13191985-1	chr2L	13191985	13191985	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1688
Merged-chr2L-13203231-1	chr2L	13203231	13203231	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1689
Merged-chr3L-11783088-1	chr3L	11783088	11783088	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6953a
Merged-chr3L-11783172-1	chr3L	11783172	11783172	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6953b
Merged-chr3R-5341662-1	chr3R	5341662	5341662	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9346a
Merged-chr3L-20512562-1	chr3L	20512562	20512562	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8145b
Merged-chr3L-20519330-1	chr3L	20519330	20519330	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8147a
Merged-chr3L-20519650-1	chr3L	20519650	20519650	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8147b
Merged-chrX-4804611-1	chrX	4804611	4804611	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12922a
Merged-chrX-4804684-1	chrX	4804684	4804684	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12922b
Merged-chrX-4804856-1	chrX	4804856	4804856	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12922c
Merged-chr3R-25151684-1	chr3R	25151684	25151684	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11722b
Merged-chrX-4812857-1	chrX	4812857	4812857	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12924b
Merged-chr3R-7955062-1	chr3R	7955062	7955062	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9708
Merged-chr3R-8008155-1	chr3R	8008155	8008155	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9709
Merged-chr3L-20349858-1	chr3L	20349858	20349858	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8106
Merged-chr3R-14371748-1	chr3R	14371748	14371748	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10525b
Merged-chr3R-8045427-1	chr3R	8045427	8045427	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9711
