#name (cmd = mergePeaks -d 50 Elba1_ChIPnexus_sumit_q10.bed Elba2_ChIPnexus_sumit_q5.bed Elba3_ChIPnexus_sumit_q10.bed Insv_ChIPnexus_sumit_q10.bed -venn chipseq_50_venn.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	Elba1_ChIPnexus_sumit_q10.bed	Elba2_ChIPnexus_sumit_q5.bed	Elba3_ChIPnexus_sumit_q10.bed	Insv_ChIPnexus_sumit_q10.bed
Merged-chr2R-8161959-1	chr2R	8161934	8161984	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3705b
Merged-chrX-5784501-1	chrX	5784476	5784526	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13023
Merged-chr3L-15520666-1	chr3L	15520641	15520691	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7459b
Merged-chrX-5802101-1	chrX	5802076	5802126	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13028
Merged-chr2L-21828435-1	chr2L	21828410	21828460	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2664a
Merged-chr2L-21828544-1	chr2L	21828519	21828569	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2664b
Merged-chrX-19475741-1	chrX	19475716	19475766	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14631
Merged-chrX-8801354-1	chrX	8801329	8801379	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13424b
Merged-chrX-8801524-1	chrX	8801499	8801549	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13424c
Merged-chrX-8802275-1	chrX	8802250	8802300	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13424f
Merged-chrX-8802393-1	chrX	8802368	8802418	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13424g
Merged-chr2R-18180866-1	chr2R	18180841	18180891	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5056b
Merged-chrX-5886368-1	chrX	5886343	5886393	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13036
Merged-chr2R-8213349-1	chr2R	8213324	8213374	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3707a
Merged-chr2R-8213842-1	chr2R	8213817	8213867	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3707c
Merged-chrX-5925259-1	chrX	5925234	5925284	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13041
Merged-chrX-5929597-1	chrX	5929572	5929622	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13042
Merged-chrX-5974723-1	chrX	5974698	5974748	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13043
Merged-chrX-6004051-1	chrX	6004026	6004076	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13047
Merged-chrX-19562853-1	chrX	19562828	19562878	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14654
Merged-chr2L-10003831-1	chr2L	10003806	10003856	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1304b
Merged-chrX-6147907-1	chrX	6147882	6147932	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13054
Merged-chr2L-10009363-1	chr2L	10009338	10009388	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1305a
Merged-chrX-6182023-1	chrX	6181998	6182048	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13063
Merged-chr4-1000522-1	chr4	1000497	1000547	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12226a
Merged-chr4-1000643-1	chr4	1000618	1000668	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12226b
Merged-chr4-1000725-1	chr4	1000700	1000750	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12226c
Merged-chr2L-20488302-1	chr2L	20488277	20488327	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2508a
Merged-chr2L-20488760-1	chr2L	20488735	20488785	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2508b
Merged-chr2L-20488854-1	chr2L	20488829	20488879	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2508c
Merged-chrX-6256593-1	chrX	6256568	6256618	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13076
Merged-chrX-19771401-1	chrX	19771376	19771426	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14687
Merged-chr2L-20494411-1	chr2L	20494386	20494436	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2509a
Merged-chr2L-20494516-1	chr2L	20494491	20494541	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2509b
Merged-chrX-6428987-1	chrX	6428962	6429012	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13087
Merged-chrX-6433680-1	chrX	6433655	6433705	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13089
Merged-chrX-19787367-1	chrX	19787342	19787392	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14690
Merged-chrX-19932462-1	chrX	19932437	19932487	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14694
Merged-chr2L-22112394-1	chr2L	22112369	22112419	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2702
Merged-chrX-20057310-1	chrX	20057285	20057335	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14699
Merged-chrX-6434593-1	chrX	6434568	6434618	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13091
Merged-chrX-6483448-1	chrX	6483423	6483473	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13097
Merged-chr2L-22172238-1	chr2L	22172213	22172263	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2717
Merged-chr2L-8690593-1	chr2L	8690568	8690618	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1112
Merged-chr2L-8700103-1	chr2L	8700078	8700128	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1113
Merged-chr2L-22194097-1	chr2L	22194072	22194122	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2720
Merged-chr2L-22226145-1	chr2L	22226120	22226170	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2723
Merged-chr2L-8794319-1	chr2L	8794294	8794344	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1121
Merged-chr2L-22470782-1	chr2L	22470757	22470807	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2739
Merged-chr2L-8848047-1	chr2L	8848022	8848072	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1134
Merged-chr2L-22596539-1	chr2L	22596514	22596564	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2742
Merged-chr2L-22596838-1	chr2L	22596813	22596863	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2743
Merged-chr2L-22623868-1	chr2L	22623843	22623893	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2746
Merged-chr2L-581268-1	chr2L	581243	581293	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_113b
Merged-chr2L-22697229-1	chr2L	22697204	22697254	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2750
Merged-chr2L-8958439-1	chr2L	8958414	8958464	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1150
Merged-chr2R-314911-1	chr2R	314886	314936	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2767
Merged-chr2R-335661-1	chr2R	335636	335686	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2768
Merged-chr2L-9120652-1	chr2L	9120627	9120677	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1164
Merged-chr2L-9124591-1	chr2L	9124566	9124616	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1167
Merged-chr2L-9128179-1	chr2L	9128154	9128204	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1168
Merged-chr2L-9158488-1	chr2L	9158463	9158513	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1176
Merged-chr2R-1010550-1	chr2R	1010525	1010575	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2787
Merged-chr3R-6090201-1	chr3R	6090176	6090226	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9455b
Merged-chr3R-6090845-1	chr3R	6090820	6090870	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9455f
Merged-chr3R-6090963-1	chr3R	6090938	6090988	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9455g
Merged-chr3R-6091444-1	chr3R	6091419	6091469	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9455i
Merged-chr2R-1250993-1	chr2R	1250968	1251018	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2798
Merged-chr2L-9233768-1	chr2L	9233743	9233793	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1190
Merged-chr2L-9330711-1	chr2L	9330686	9330736	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1197
Merged-chr3L-2466695-1	chr3L	2466670	2466720	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5863a
Merged-chr3L-2466891-1	chr3L	2466866	2466916	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5863b
Merged-chr2R-13526491-1	chr2R	13526466	13526516	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4501b
Merged-chr3L-12573405-1	chr3L	12573380	12573430	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7053b
Merged-chr3L-12573500-1	chr3L	12573475	12573525	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7053c
Merged-chr2R-15013211-1	chr2R	15013186	15013236	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4664b
Merged-chrX-5773896-1	chrX	5773871	5773921	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13020a
Merged-chr3L-12602866-1	chr3L	12602841	12602891	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7056c
Merged-chr2L-18881229-1	chr2L	18881204	18881254	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2261a
Merged-chr3R-14932802-1	chr3R	14932777	14932827	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10600
Merged-chrX-5777633-1	chrX	5777608	5777658	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13021b
Merged-chr3R-15176392-1	chr3R	15176367	15176417	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10630c
Merged-chr3R-15176496-1	chr3R	15176471	15176521	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10630d
Merged-chrX-7090716-1	chrX	7090691	7090741	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13182a
Merged-chrX-7091088-1	chrX	7091063	7091113	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13182d
Merged-chrX-7091418-1	chrX	7091393	7091443	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13182f
Merged-chr2R-15029037-1	chr2R	15029012	15029062	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4666a
Merged-chr2R-5334153-1	chr2R	5334128	5334178	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3304c
Merged-chr2R-6562603-1	chr2R	6562578	6562628	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3465c
Merged-chr3R-16848867-1	chr3R	16848842	16848892	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10793b
Merged-chr2R-15066185-1	chr2R	15066160	15066210	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4669a
Merged-chr2R-15066274-1	chr2R	15066249	15066299	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4669b
Merged-chr3R-15300790-1	chr3R	15300765	15300815	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10641
Merged-chr3R-15316912-1	chr3R	15316887	15316937	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10642
Merged-chr3R-15319882-1	chr3R	15319857	15319907	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10645
Merged-chr3R-15392120-1	chr3R	15392095	15392145	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10648
Merged-chr2L-18926123-1	chr2L	18926098	18926148	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2266b
Merged-chr2L-7496455-1	chr2L	7496430	7496480	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_920b
Merged-chr3R-4499780-1	chr3R	4499755	4499805	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9222
Merged-chr3R-4505317-1	chr3R	4505292	4505342	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9225
Merged-chr3R-15754864-1	chr3R	15754839	15754889	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10684
Merged-chr3R-4548889-1	chr3R	4548864	4548914	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9231
Merged-chr3R-15289059-1	chr3R	15289034	15289084	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10639b
Merged-chr3R-4770777-1	chr3R	4770752	4770802	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9258
Merged-chr3R-4805757-1	chr3R	4805732	4805782	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9263
Merged-chr3R-4828851-1	chr3R	4828826	4828876	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9267
Merged-chr3L-17017448-1	chr3L	17017423	17017473	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7700b
Merged-chr2L-7535093-1	chr2L	7535068	7535118	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_927a
Merged-chr2L-7535162-1	chr2L	7535137	7535187	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_927b
Merged-chr3R-4873755-1	chr3R	4873730	4873780	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9282
Merged-chr3R-4874422-1	chr3R	4874397	4874447	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9283
Merged-chr3R-5006878-1	chr3R	5006853	5006903	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9292
Merged-chr3R-5040165-1	chr3R	5040140	5040190	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9293
Merged-chr3L-18454545-1	chr3L	18454520	18454570	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7862b
Merged-chr3L-17035637-1	chr3L	17035612	17035662	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7703c
Merged-chr2RHet-663521-1	chr2RHet	663496	663546	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5460b
Merged-chr3L-9382754-1	chr3L	9382729	9382779	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6662a
Merged-chr3R-1975499-1	chr3R	1975474	1975524	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8907a
Merged-chr3R-1975579-1	chr3R	1975554	1975604	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8907b
Merged-chr2R-10742548-1	chr2R	10742523	10742573	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4100a
Merged-chr3L-8109023-1	chr3L	8108998	8109048	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6504c
Merged-chr2R-2387830-1	chr2R	2387805	2387855	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2911a
Merged-chr2R-2387928-1	chr2R	2387903	2387953	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2911b
Merged-chr3R-1977586-1	chr3R	1977561	1977611	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8909a
Merged-chr3R-1977705-1	chr3R	1977680	1977730	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8909b
Merged-chrX-12552432-1	chrX	12552407	12552457	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13832c
Merged-chrX-12552531-1	chrX	12552506	12552556	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13832d
Merged-chrX-12552806-1	chrX	12552781	12552831	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13832f
Merged-chrX-12552919-1	chrX	12552894	12552944	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13832g
Merged-chrX-12553080-1	chrX	12553055	12553105	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13832h
Merged-chrX-2006563-1	chrX	2006538	2006588	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12632a
Merged-chrX-2006893-1	chrX	2006868	2006918	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12632b
Merged-chr2RHet-864719-1	chr2RHet	864694	864744	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5466c
Merged-chrX-14094220-1	chrX	14094195	14094245	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13995a
Merged-chrX-14094453-1	chrX	14094428	14094478	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13995b
Merged-chr2R-20152853-1	chr2R	20152828	20152878	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5306a
Merged-chr3L-8120901-1	chr3L	8120876	8120926	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6508a
Merged-chr3L-8122060-1	chr3L	8122035	8122085	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6508f
Merged-chr3R-21707256-1	chr3R	21707231	21707281	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11431b
Merged-chr3R-13443074-1	chr3R	13443049	13443099	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10390b
Merged-chrX-14095338-1	chrX	14095313	14095363	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13996a
Merged-chr2R-20162561-1	chr2R	20162536	20162586	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5308b
Merged-chr2R-20163130-1	chr2R	20163105	20163155	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5308e
Merged-chr2R-20163303-1	chr2R	20163278	20163328	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5308f
Merged-chr3R-21714078-1	chr3R	21714053	21714103	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11434a
Merged-chr3R-21714197-1	chr3R	21714172	21714222	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11434b
Merged-chrX-2017975-1	chrX	2017950	2018000	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12636d
Merged-chrX-2018438-1	chrX	2018413	2018463	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12637a
Merged-chrX-3583421-1	chrX	3583396	3583446	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12798b
Merged-chrX-3583782-1	chrX	3583757	3583807	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12798d
Merged-chr2R-19505462-1	chr2R	19505437	19505487	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5202
Merged-chrX-20298077-1	chrX	20298052	20298102	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14717a
Merged-chr3L-10856363-1	chr3L	10856338	10856388	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6818
Merged-chr2R-19539969-1	chr2R	19539944	19539994	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5210
Merged-chr2R-19581493-1	chr2R	19581468	19581518	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5213
Merged-chrX-20298634-1	chrX	20298609	20298659	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14718a
Merged-chr3L-10892493-1	chr3L	10892468	10892518	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6824
Merged-chr3L-11002261-1	chr3L	11002236	11002286	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6829
Merged-chr2L-4551952-1	chr2L	4551927	4551977	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_521c
Merged-chr2R-19739063-1	chr2R	19739038	19739088	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5226
Merged-chr3L-11014644-1	chr3L	11014619	11014669	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6834
Merged-chr3L-11028118-1	chr3L	11028093	11028143	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6836
Merged-chr3L-11034589-1	chr3L	11034564	11034614	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6838
Merged-chr2R-19759688-1	chr2R	19759663	19759713	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5233
Merged-chr2R-19765242-1	chr2R	19765217	19765267	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5234
Merged-chr2R-19794861-1	chr2R	19794836	19794886	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5240
Merged-chr3L-11083480-1	chr3L	11083455	11083505	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6853
Merged-chr2R-19848496-1	chr2R	19848471	19848521	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5253
Merged-chr3L-11117432-1	chr3L	11117407	11117457	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6866
Merged-chr3L-11191113-1	chr3L	11191088	11191138	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6879
Merged-chr2R-19934919-1	chr2R	19934894	19934944	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5279
Merged-chr3L-11217931-1	chr3L	11217906	11217956	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6886
Merged-chr3R-7951000-1	chr3R	7950975	7951025	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9705b
Merged-chr3L-11245447-1	chr3L	11245422	11245472	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6896
Merged-chr2R-20061962-1	chr2R	20061937	20061987	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5299
Merged-chr2L-4614273-1	chr2L	4614248	4614298	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_529a
Merged-chr3L-14506497-1	chr3L	14506472	14506522	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7303a
Merged-chr2R-8231141-1	chr2R	8231116	8231166	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3710e
