#name (cmd = mergePeaks -d 10 Elba1_ChIPnexus_sumit_q10.bed Elba2_ChIPnexus_sumit_q5.bed Elba3_ChIPnexus_sumit_q10.bed Insv_ChIPnexus_sumit_q10.bed -venn chipseq_10_venn.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	Elba1_ChIPnexus_sumit_q10.bed	Elba2_ChIPnexus_sumit_q5.bed	Elba3_ChIPnexus_sumit_q10.bed	Insv_ChIPnexus_sumit_q10.bed
Merged-chr3L-17017448-1	chr3L	17017443	17017453	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7700b
Merged-chr2L-7535093-1	chr2L	7535088	7535098	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_927a
Merged-chr2L-7535162-1	chr2L	7535157	7535167	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_927b
Merged-chr3R-4872916-1	chr3R	4872911	4872921	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9281
Merged-chr3R-4873755-1	chr3R	4873750	4873760	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9282
Merged-chr3R-4874422-1	chr3R	4874417	4874427	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9283
Merged-chr3L-17028749-1	chr3L	17028744	17028754	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7701b
Merged-chr3R-5006878-1	chr3R	5006873	5006883	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9292
Merged-chr3R-5040165-1	chr3R	5040160	5040170	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9293
Merged-chr3L-18454545-1	chr3L	18454540	18454550	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7862b
Merged-chr3L-17035637-1	chr3L	17035632	17035642	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7703c
Merged-chr2RHet-663521-1	chr2RHet	663516	663526	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5460b
Merged-chr3L-9382754-1	chr3L	9382749	9382759	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6662a
Merged-chr3R-1975499-1	chr3R	1975494	1975504	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8907a
Merged-chr3R-1975579-1	chr3R	1975574	1975584	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8907b
Merged-chr2RHet-673554-1	chr2RHet	673549	673559	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5462a
Merged-chr2R-10742548-1	chr2R	10742543	10742553	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4100a
Merged-chr3L-8109023-1	chr3L	8109018	8109028	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6504c
Merged-chr2R-2387830-1	chr2R	2387825	2387835	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2911a
Merged-chr2R-2387928-1	chr2R	2387923	2387933	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2911b
Merged-chr3R-1977586-1	chr3R	1977581	1977591	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8909a
Merged-chr3R-1977705-1	chr3R	1977700	1977710	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8909b
Merged-chrX-12552432-1	chrX	12552427	12552437	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13832c
Merged-chrX-12552531-1	chrX	12552526	12552536	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13832d
Merged-chrX-12552601-1	chrX	12552596	12552606	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13832e
Merged-chrX-12552806-1	chrX	12552801	12552811	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13832f
Merged-chrX-12552919-1	chrX	12552914	12552924	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13832g
Merged-chrX-12553080-1	chrX	12553075	12553085	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13832h
Merged-chrX-2006563-1	chrX	2006558	2006568	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12632a
Merged-chrX-2006893-1	chrX	2006888	2006898	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12632b
Merged-chr2RHet-864719-1	chr2RHet	864714	864724	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5466c
Merged-chrX-14094220-1	chrX	14094215	14094225	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13995a
Merged-chrX-14094453-1	chrX	14094448	14094458	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13995b
Merged-chr2R-20152853-1	chr2R	20152848	20152858	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5306a
Merged-chr3L-8120901-1	chr3L	8120896	8120906	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6508a
Merged-chr3L-8122060-1	chr3L	8122055	8122065	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6508f
Merged-chr3R-21707256-1	chr3R	21707251	21707261	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11431b
Merged-chr3R-13443074-1	chr3R	13443069	13443079	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10390b
Merged-chrX-14095338-1	chrX	14095333	14095343	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13996a
Merged-chr2R-20162561-1	chr2R	20162556	20162566	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5308b
Merged-chr2R-20162869-1	chr2R	20162864	20162874	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5308d
Merged-chr2R-20163130-1	chr2R	20163125	20163135	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5308e
Merged-chr2R-20163303-1	chr2R	20163298	20163308	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5308f
Merged-chr2R-2419629-1	chr2R	2419624	2419634	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2917a
Merged-chr3R-21714078-1	chr3R	21714073	21714083	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11434a
Merged-chr3R-21714197-1	chr3R	21714192	21714202	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11434b
Merged-chrX-2017975-1	chrX	2017970	2017980	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12636d
Merged-chrX-2018438-1	chrX	2018433	2018443	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12637a
Merged-chrX-3583421-1	chrX	3583416	3583426	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12798b
Merged-chrX-3583782-1	chrX	3583777	3583787	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12798d
Merged-chr2R-19505462-1	chr2R	19505457	19505467	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5202
Merged-chr3R-21808492-1	chr3R	21808487	21808497	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11437a
Merged-chr3R-21808576-1	chr3R	21808571	21808581	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11437b
Merged-chrX-20298077-1	chrX	20298072	20298082	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14717a
Merged-chr3L-10856363-1	chr3L	10856358	10856368	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6818
Merged-chr2R-19539969-1	chr2R	19539964	19539974	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5210
Merged-chr2R-19581493-1	chr2R	19581488	19581498	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5213
Merged-chrX-20298634-1	chrX	20298629	20298639	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14718a
Merged-chr3L-10892493-1	chr3L	10892488	10892498	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6824
Merged-chr2L-4551698-1	chr2L	4551693	4551703	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_521a
Merged-chr3L-11002261-1	chr3L	11002256	11002266	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6829
Merged-chr2L-4551952-1	chr2L	4551947	4551957	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_521c
Merged-chr2R-19739063-1	chr2R	19739058	19739068	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5226
Merged-chr3L-11014644-1	chr3L	11014639	11014649	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6834
Merged-chr3L-11028118-1	chr3L	11028113	11028123	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6836
Merged-chr3L-11034589-1	chr3L	11034584	11034594	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6838
Merged-chr2R-19759688-1	chr2R	19759683	19759693	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5233
Merged-chr2R-19765242-1	chr2R	19765237	19765247	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5234
Merged-chr3R-7836506-1	chr3R	7836501	7836511	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9700a
Merged-chr3R-7836558-1	chr3R	7836553	7836563	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9700b
Merged-chr2R-19794861-1	chr2R	19794856	19794866	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5240
Merged-chr3L-11083480-1	chr3L	11083475	11083485	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6853
Merged-chr2R-19848496-1	chr2R	19848491	19848501	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5253
Merged-chr3L-11117432-1	chr3L	11117427	11117437	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6866
Merged-chr3L-11191113-1	chr3L	11191108	11191118	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6879
Merged-chr2R-19934919-1	chr2R	19934914	19934924	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5279
Merged-chr3L-11217931-1	chr3L	11217926	11217936	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6886
Merged-chr3R-7951000-1	chr3R	7950995	7951005	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9705b
Merged-chr3L-11245447-1	chr3L	11245442	11245452	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6896
Merged-chr3L-11270259-1	chr3L	11270254	11270264	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6899
Merged-chr2R-20046850-1	chr2R	20046845	20046855	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5298
Merged-chr2R-20061962-1	chr2R	20061957	20061967	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5299
Merged-chr2L-4614273-1	chr2L	4614268	4614278	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_529a
Merged-chr3L-14506497-1	chr3L	14506492	14506502	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7303a
Merged-chr2R-8231141-1	chr2R	8231136	8231146	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3710e
Merged-chr2R-8231640-1	chr2R	8231635	8231645	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3710g
Merged-chr2R-8232002-1	chr2R	8231997	8232007	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3710i
Merged-chrX-20127387-1	chrX	20127382	20127392	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14708
Merged-chrX-20128504-1	chrX	20128499	20128509	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14709
Merged-chr2R-17058162-1	chr2R	17058157	17058167	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4915b
Merged-chrX-6493379-1	chrX	6493374	6493384	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13100
Merged-chrX-6572183-1	chrX	6572178	6572188	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13109
Merged-chrX-20130374-1	chrX	20130369	20130379	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14710
Merged-chrX-20264779-1	chrX	20264774	20264784	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14714
Merged-chrX-20265379-1	chrX	20265374	20265384	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14715
Merged-chrX-20290319-1	chrX	20290314	20290324	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14716
Merged-chrX-6581514-1	chrX	6581509	6581519	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13112
Merged-chrX-20370368-1	chrX	20370363	20370373	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14726
Merged-chrX-20376922-1	chrX	20376917	20376927	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14727
Merged-chrX-20381798-1	chrX	20381793	20381803	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14728
Merged-chrX-17779747-1	chrX	17779742	17779752	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14470b
Merged-chrX-17779816-1	chrX	17779811	17779821	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14470c
Merged-chrX-17780095-1	chrX	17780090	17780100	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14470f
Merged-chrX-17780298-1	chrX	17780293	17780303	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14470g
Merged-chrX-17780686-1	chrX	17780681	17780691	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14470i
Merged-chr2L-11130728-1	chr2L	11130723	11130733	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1472b
Merged-chrX-9004011-1	chrX	9004006	9004016	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13434a
Merged-chrX-20396182-1	chrX	20396177	20396187	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14731
Merged-chrX-9004670-1	chrX	9004665	9004675	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13434d
Merged-chrX-20445374-1	chrX	20445369	20445379	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14734
Merged-chrX-9004753-1	chrX	9004748	9004758	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13434e
Merged-chrX-20461013-1	chrX	20461008	20461018	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14737
Merged-chrX-10625791-1	chrX	10625786	10625796	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13595b
Merged-chr2R-18289565-1	chr2R	18289560	18289570	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5067a
Merged-chr2R-18289642-1	chr2R	18289637	18289647	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5067b
Merged-chrX-6854601-1	chrX	6854596	6854606	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13147
Merged-chrX-20866943-1	chrX	20866938	20866948	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14750
Merged-chrX-9011778-1	chrX	9011773	9011783	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13436a
Merged-chrX-9012043-1	chrX	9012038	9012048	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13436b
Merged-chrX-20927167-1	chrX	20927162	20927172	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14757
Merged-chrX-20954475-1	chrX	20954470	20954480	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14763
Merged-chrX-21071581-1	chrX	21071576	21071586	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14766
Merged-chrX-6909261-1	chrX	6909256	6909266	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13162
Merged-chrX-10636703-1	chrX	10636698	10636708	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13598b
Merged-chrX-9015678-1	chrX	9015673	9015683	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13438b
Merged-chrX-21221290-1	chrX	21221285	21221295	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14776
Merged-chrX-6992227-1	chrX	6992222	6992232	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13173
Merged-chrX-7048243-1	chrX	7048238	7048248	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13178
Merged-chrX-21234035-1	chrX	21234030	21234040	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14780
Merged-chrX-21301392-1	chrX	21301387	21301397	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14787
Merged-chrX-17823242-1	chrX	17823237	17823247	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14476b
Merged-chrX-21462771-1	chrX	21462766	21462776	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14790
Merged-chr2R-1362298-1	chr2R	1362293	1362303	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2801
Merged-chrX-7169943-1	chrX	7169938	7169948	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13196
Merged-chrX-7174422-1	chrX	7174417	7174427	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13198
Merged-chrX-66970-1	chrX	66965	66975	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12399a
Merged-chrX-67351-1	chrX	67346	67356	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12399c
Merged-chrX-67401-1	chrX	67396	67406	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12399d
Merged-chr2R-1590142-1	chr2R	1590137	1590147	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2814
Merged-chr2L-9464572-1	chr2L	9464567	9464577	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1214
Merged-chr2L-9464868-1	chr2L	9464863	9464873	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1215
Merged-chr2R-1663995-1	chr2R	1663990	1664000	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2823
Merged-chr2R-1678242-1	chr2R	1678237	1678247	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2829
Merged-chr2L-9520942-1	chr2L	9520937	9520947	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1226
Merged-chr2R-1788829-1	chr2R	1788824	1788834	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2833
Merged-chr2L-9540192-1	chr2L	9540187	9540197	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1232
Merged-chr3R-5054605-1	chr3R	5054600	5054610	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9300a
Merged-chr3R-5055132-1	chr3R	5055127	5055137	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9300d
Merged-chr3R-5055263-1	chr3R	5055258	5055268	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9300e
Merged-chr2L-9596698-1	chr2L	9596693	9596703	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1243
Merged-chr2L-9612802-1	chr2L	9612797	9612807	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1250
Merged-chr3L-21210252-1	chr3L	21210247	21210257	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8260c
Merged-chr2L-2492792-1	chr2L	2492787	2492797	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_285b
Merged-chr2L-2492874-1	chr2L	2492869	2492879	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_285c
Merged-chr2L-9731496-1	chr2L	9731491	9731501	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1264
Merged-chr3L-21234330-1	chr3L	21234325	21234335	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8261b
Merged-chr3R-6175821-1	chr3R	6175816	6175826	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9463a
Merged-chr3L-2531451-1	chr3L	2531446	2531456	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5870a
Merged-chr3L-2531549-1	chr3L	2531544	2531554	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5870b
Merged-chr2L-9776117-1	chr2L	9776112	9776122	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1272
Merged-chr2L-9887953-1	chr2L	9887948	9887958	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1276
Merged-chr3L-20329819-1	chr3L	20329814	20329824	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8102a
Merged-chr3R-5062778-1	chr3R	5062773	5062783	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9304b
Merged-chr2L-9897566-1	chr2L	9897561	9897571	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1281
Merged-chr3L-21261075-1	chr3L	21261070	21261080	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8263c
Merged-chr3L-21261380-1	chr3L	21261375	21261385	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8263d
Merged-chr2L-2576784-1	chr2L	2576779	2576789	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_288b
Merged-chr2L-2577173-1	chr2L	2577168	2577178	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_288c
Merged-chr2L-2577395-1	chr2L	2577390	2577400	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_288e
Merged-chr2R-15066691-1	chr2R	15066686	15066696	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4670b
Merged-chr2R-15066743-1	chr2R	15066738	15066748	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4670c
Merged-chr2R-15066903-1	chr2R	15066898	15066908	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4670d
Merged-chr2R-2124715-1	chr2R	2124710	2124720	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2896
Merged-chr2R-2240464-1	chr2R	2240459	2240469	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2899
Merged-chr2L-2585504-1	chr2L	2585499	2585509	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_289b
Merged-chr2R-6645343-1	chr2R	6645338	6645348	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3470a
Merged-chr3L-20342552-1	chr3L	20342547	20342557	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8105a
Merged-chr2R-6645414-1	chr2R	6645409	6645419	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3470b
Merged-chr3L-20342637-1	chr3L	20342632	20342642	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8105b
