#name (cmd = mergePeaks -d given wtInsv__insvInsv wtElba3__elba3Elba3 wtElba2__elba2Elba2 wtElba1__elba1Elba1 -venn merge_major_given_venn.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	wtInsv__insvInsv	wtElba3__elba3Elba3	wtElba2__elba2Elba2	wtElba1__elba1Elba1
Merged-chrX-7521049-2	chrX	7520621	7521593	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_4917	diff__wtElba3_q20__elba3Elba3_q20_peak_6500		
Merged-chr2R-10742990-5	chr2R	10741929	10744331	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	5	diff__wtInsv_q20__insvInsv_q20_peak_1504a,diff__wtInsv_q20__insvInsv_q20_peak_1504b,diff__wtInsv_q20__insvInsv_q20_peak_1504c	diff__wtElba3_q20__elba3Elba3_q20_peak_2049a,diff__wtElba3_q20__elba3Elba3_q20_peak_2049b		
Merged-chr3R-2980924-2	chr3R	2980702	2981134	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3315	diff__wtElba3_q20__elba3Elba3_q20_peak_4478		
Merged-chr3R-2990352-2	chr3R	2990140	2990579	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3318	diff__wtElba3_q20__elba3Elba3_q20_peak_4480		
Merged-chrX-7596228-2	chrX	7596039	7596403	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_4920	diff__wtElba3_q20__elba3Elba3_q20_peak_6501		
Merged-chrX-7599231-2	chrX	7598886	7599585	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_4923	diff__wtElba3_q20__elba3Elba3_q20_peak_6502		
Merged-chrX-7604128-2	chrX	7603940	7604271	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_4929	diff__wtElba3_q20__elba3Elba3_q20_peak_6506		
Merged-chr3R-3012166-3	chr3R	3011970	3012363	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	3	diff__wtInsv_q20__insvInsv_q20_peak_3327	diff__wtElba3_q20__elba3Elba3_q20_peak_4482a,diff__wtElba3_q20__elba3Elba3_q20_peak_4482b		
Merged-chrX-7604935-2	chrX	7604685	7605264	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_4930	diff__wtElba3_q20__elba3Elba3_q20_peak_6507		
Merged-chrX-7785540-2	chrX	7785310	7785744	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_4936	diff__wtElba3_q20__elba3Elba3_q20_peak_6516		
Merged-chrX-7814309-2	chrX	7814166	7814437	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_4942	diff__wtElba3_q20__elba3Elba3_q20_peak_6521		
Merged-chrX-7829965-3	chrX	7829717	7830206	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	3	diff__wtInsv_q20__insvInsv_q20_peak_4944	diff__wtElba3_q20__elba3Elba3_q20_peak_6523a,diff__wtElba3_q20__elba3Elba3_q20_peak_6523b		
Merged-chrX-7831769-2	chrX	7831504	7832130	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_4945	diff__wtElba3_q20__elba3Elba3_q20_peak_6524		
Merged-chr2L-8301696-3	chr2L	8301428	8301988	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	3	diff__wtInsv_q20__insvInsv_q20_peak_333a,diff__wtInsv_q20__insvInsv_q20_peak_333b	diff__wtElba3_q20__elba3Elba3_q20_peak_515		
Merged-chr3R-3738217-2	chr3R	3737953	3738490	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3344	diff__wtElba3_q20__elba3Elba3_q20_peak_4495		
Merged-chr3R-3738928-2	chr3R	3738606	3739170	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3345	diff__wtElba3_q20__elba3Elba3_q20_peak_4496		
Merged-chrX-7952684-2	chrX	7952498	7952897	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_4957	diff__wtElba3_q20__elba3Elba3_q20_peak_6536		
Merged-chr3R-3939519-2	chr3R	3939122	3939857	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3351	diff__wtElba3_q20__elba3Elba3_q20_peak_4512		
Merged-chr3R-4007301-2	chr3R	4007194	4007413	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3356	diff__wtElba3_q20__elba3Elba3_q20_peak_4518		
Merged-chr3R-4090100-2	chr3R	4089795	4090374	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3359	diff__wtElba3_q20__elba3Elba3_q20_peak_4530		
Merged-chrX-7988093-2	chrX	7987811	7988332	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_4962	diff__wtElba3_q20__elba3Elba3_q20_peak_6540		
Merged-chr3R-4090765-2	chr3R	4090586	4090947	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3360	diff__wtElba3_q20__elba3Elba3_q20_peak_4531		
Merged-chr3R-4127159-2	chr3R	4126964	4127373	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3362	diff__wtElba3_q20__elba3Elba3_q20_peak_4535		
Merged-chr3R-4138938-2	chr3R	4138722	4139142	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3365	diff__wtElba3_q20__elba3Elba3_q20_peak_4541		
Merged-chr2L-11091471-3	chr2L	11091229	11091726	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	3	diff__wtInsv_q20__insvInsv_q20_peak_496a,diff__wtInsv_q20__insvInsv_q20_peak_496b	diff__wtElba3_q20__elba3Elba3_q20_peak_768		
Merged-chrX-8011214-2	chrX	8010973	8011485	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_4970	diff__wtElba3_q20__elba3Elba3_q20_peak_6544		
Merged-chrX-8015098-2	chrX	8014784	8015316	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_4971	diff__wtElba3_q20__elba3Elba3_q20_peak_6545		
Merged-chr2L-8303713-4	chr2L	8303395	8304013	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	4	diff__wtInsv_q20__insvInsv_q20_peak_336a,diff__wtInsv_q20__insvInsv_q20_peak_336b	diff__wtElba3_q20__elba3Elba3_q20_peak_518a,diff__wtElba3_q20__elba3Elba3_q20_peak_518b		
Merged-chr3R-4505309-2	chr3R	4505103	4505567	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3379	diff__wtElba3_q20__elba3Elba3_q20_peak_4565		
Merged-chr3R-4548899-2	chr3R	4548692	4549120	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3381	diff__wtElba3_q20__elba3Elba3_q20_peak_4569		
Merged-chr3R-4618295-2	chr3R	4618144	4618439	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3384	diff__wtElba3_q20__elba3Elba3_q20_peak_4576		
Merged-chr3R-4672205-2	chr3R	4671807	4672612	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3386	diff__wtElba3_q20__elba3Elba3_q20_peak_4584		
Merged-chr3R-4755602-2	chr3R	4755378	4755792	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3389	diff__wtElba3_q20__elba3Elba3_q20_peak_4586		
Merged-chrX-8454048-2	chrX	8453762	8454258	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_4991	diff__wtElba3_q20__elba3Elba3_q20_peak_6570		
Merged-chrX-8500420-2	chrX	8500107	8500782	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_4998	diff__wtElba3_q20__elba3Elba3_q20_peak_6576		
Merged-chr3R-5052748-2	chr3R	5052516	5053015	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3396	diff__wtElba3_q20__elba3Elba3_q20_peak_4616		
Merged-chrX-3082653-5	chrX	3081434	3084285	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	5	diff__wtInsv_q20__insvInsv_q20_peak_4701a,diff__wtInsv_q20__insvInsv_q20_peak_4701b,diff__wtInsv_q20__insvInsv_q20_peak_4701c,diff__wtInsv_q20__insvInsv_q20_peak_4701d	diff__wtElba3_q20__elba3Elba3_q20_peak_6275		
Merged-chrX-6718505-3	chrX	6718183	6718748	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	3	diff__wtInsv_q20__insvInsv_q20_peak_4869a	diff__wtElba3_q20__elba3Elba3_q20_peak_6458a,diff__wtElba3_q20__elba3Elba3_q20_peak_6458b		
Merged-chr2R-20075159-2	chr2R	20074892	20075405	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_1911b	diff__wtElba3_q20__elba3Elba3_q20_peak_2703		
Merged-chrX-13103773-3	chrX	13103416	13104119	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	3	diff__wtInsv_q20__insvInsv_q20_peak_5261a,diff__wtInsv_q20__insvInsv_q20_peak_5261b	diff__wtElba3_q20__elba3Elba3_q20_peak_6843		
Merged-chr3L-14769882-3	chr3L	14769559	14770179	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	3	diff__wtInsv_q20__insvInsv_q20_peak_2710a,diff__wtInsv_q20__insvInsv_q20_peak_2710b	diff__wtElba3_q20__elba3Elba3_q20_peak_3681		
Merged-chr2R-11020096-2	chr2R	11019915	11020373	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_1512a	diff__wtElba3_q20__elba3Elba3_q20_peak_2069		
Merged-chr3R-5220317-2	chr3R	5219971	5220541	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3407	diff__wtElba3_q20__elba3Elba3_q20_peak_4636		
Merged-chr3R-5248368-2	chr3R	5248163	5248593	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3415	diff__wtElba3_q20__elba3Elba3_q20_peak_4643		
Merged-chr3R-5329264-2	chr3R	5329002	5329522	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3423	diff__wtElba3_q20__elba3Elba3_q20_peak_4646		
Merged-chr3R-5330464-2	chr3R	5330132	5330776	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3424	diff__wtElba3_q20__elba3Elba3_q20_peak_4647		
Merged-chr3R-5381653-2	chr3R	5381480	5381964	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3428	diff__wtElba3_q20__elba3Elba3_q20_peak_4657		
Merged-chrX-13177430-5	chrX	13176720	13178061	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	5	diff__wtInsv_q20__insvInsv_q20_peak_5269a,diff__wtInsv_q20__insvInsv_q20_peak_5269b,diff__wtInsv_q20__insvInsv_q20_peak_5269c	diff__wtElba3_q20__elba3Elba3_q20_peak_6851,diff__wtElba3_q20__elba3Elba3_q20_peak_6852a		
Merged-chr2R-14690100-4	chr2R	14689479	14690625	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	4	diff__wtInsv_q20__insvInsv_q20_peak_1677a,diff__wtInsv_q20__insvInsv_q20_peak_1677b	diff__wtElba3_q20__elba3Elba3_q20_peak_2356a,diff__wtElba3_q20__elba3Elba3_q20_peak_2356b		
Merged-chr3R-5552446-2	chr3R	5552246	5552599	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3442	diff__wtElba3_q20__elba3Elba3_q20_peak_4679		
Merged-chr3R-5603706-2	chr3R	5603475	5604043	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3446	diff__wtElba3_q20__elba3Elba3_q20_peak_4688		
Merged-chr2L-8416634-3	chr2L	8416290	8417029	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	3	diff__wtInsv_q20__insvInsv_q20_peak_344a,diff__wtInsv_q20__insvInsv_q20_peak_344b	diff__wtElba3_q20__elba3Elba3_q20_peak_544		
Merged-chr3R-5703515-2	chr3R	5703296	5703757	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3454	diff__wtElba3_q20__elba3Elba3_q20_peak_4697		
Merged-chr3R-5754521-2	chr3R	5754319	5754769	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3458	diff__wtElba3_q20__elba3Elba3_q20_peak_4701a		
Merged-chr3R-5811861-2	chr3R	5811539	5812091	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3459	diff__wtElba3_q20__elba3Elba3_q20_peak_4702		
Merged-chr2L-8420035-3	chr2L	8419447	8420490	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	3	diff__wtInsv_q20__insvInsv_q20_peak_345a,diff__wtInsv_q20__insvInsv_q20_peak_345b	diff__wtElba3_q20__elba3Elba3_q20_peak_546		
Merged-chr3R-5868487-2	chr3R	5868232	5868740	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3463	diff__wtElba3_q20__elba3Elba3_q20_peak_4705		
Merged-chr3R-5869244-3	chr3R	5868964	5869598	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	3	diff__wtInsv_q20__insvInsv_q20_peak_3464	diff__wtElba3_q20__elba3Elba3_q20_peak_4706a,diff__wtElba3_q20__elba3Elba3_q20_peak_4706b		
Merged-chr3R-5878628-2	chr3R	5878279	5879047	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3466	diff__wtElba3_q20__elba3Elba3_q20_peak_4709		
Merged-chr3R-6087918-3	chr3R	6087344	6088515	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	3	diff__wtInsv_q20__insvInsv_q20_peak_3474	diff__wtElba3_q20__elba3Elba3_q20_peak_4718a,diff__wtElba3_q20__elba3Elba3_q20_peak_4718b		
Merged-chr3R-6175888-2	chr3R	6175682	6176170	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3480	diff__wtElba3_q20__elba3Elba3_q20_peak_4724		
Merged-chr3R-6201158-2	chr3R	6200990	6201325	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3481	diff__wtElba3_q20__elba3Elba3_q20_peak_4727		
Merged-chr3R-6201814-2	chr3R	6201681	6201937	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3482	diff__wtElba3_q20__elba3Elba3_q20_peak_4728		
Merged-chr3R-6241763-2	chr3R	6241567	6241990	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3486	diff__wtElba3_q20__elba3Elba3_q20_peak_4732		
Merged-chr3R-9852220-6	chr3R	9850539	9853962	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	6	diff__wtInsv_q20__insvInsv_q20_peak_3678a,diff__wtInsv_q20__insvInsv_q20_peak_3678b,diff__wtInsv_q20__insvInsv_q20_peak_3678c,diff__wtInsv_q20__insvInsv_q20_peak_3678d,diff__wtInsv_q20__insvInsv_q20_peak_3678e	diff__wtElba3_q20__elba3Elba3_q20_peak_4918		
Merged-chr3L-21720486-3	chr3L	21720206	21720888	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	3	diff__wtInsv_q20__insvInsv_q20_peak_3113a,diff__wtInsv_q20__insvInsv_q20_peak_3113b	diff__wtElba3_q20__elba3Elba3_q20_peak_4197		
Merged-chr3L-900851-4	chr3L	900217	901390	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	4	diff__wtInsv_q20__insvInsv_q20_peak_2074a,diff__wtInsv_q20__insvInsv_q20_peak_2074b	diff__wtElba3_q20__elba3Elba3_q20_peak_2852a,diff__wtElba3_q20__elba3Elba3_q20_peak_2852b		
Merged-chrX-13190889-4	chrX	13190314	13191496	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	4	diff__wtInsv_q20__insvInsv_q20_peak_5273a,diff__wtInsv_q20__insvInsv_q20_peak_5273b	diff__wtElba3_q20__elba3Elba3_q20_peak_6855,diff__wtElba3_q20__elba3Elba3_q20_peak_6856		
Merged-chrX-10665895-2	chrX	10665375	10666366	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_5115a	diff__wtElba3_q20__elba3Elba3_q20_peak_6694		
Merged-chr3R-6982844-2	chr3R	6982547	6983231	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3508	diff__wtElba3_q20__elba3Elba3_q20_peak_4760		
Merged-chr2L-3163781-2	chr2L	3163545	3164047	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_103	diff__wtElba3_q20__elba3Elba3_q20_peak_183		
Merged-chr2L-3172907-2	chr2L	3172677	3173136	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_104	diff__wtElba3_q20__elba3Elba3_q20_peak_185		
Merged-chr3R-7047529-2	chr3R	7047243	7047766	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3512	diff__wtElba3_q20__elba3Elba3_q20_peak_4765		
Merged-chr2L-3452529-2	chr2L	3452369	3452658	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_117	diff__wtElba3_q20__elba3Elba3_q20_peak_191		
Merged-chr2L-3470011-2	chr2L	3469727	3470188	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_118	diff__wtElba3_q20__elba3Elba3_q20_peak_197		
Merged-chr2L-3472376-2	chr2L	3472135	3472632	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_119	diff__wtElba3_q20__elba3Elba3_q20_peak_198		
Merged-chr3L-15001869-3	chr3L	15001317	15002374	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	3	diff__wtInsv_q20__insvInsv_q20_peak_2727a,diff__wtInsv_q20__insvInsv_q20_peak_2727b	diff__wtElba3_q20__elba3Elba3_q20_peak_3693		
Merged-chr2L-3562812-2	chr2L	3562628	3563020	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_124	diff__wtElba3_q20__elba3Elba3_q20_peak_201		
Merged-chr2L-3657479-2	chr2L	3657315	3657655	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_129	diff__wtElba3_q20__elba3Elba3_q20_peak_206		
Merged-chr3R-7176707-2	chr3R	7176397	7176991	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3533	diff__wtElba3_q20__elba3Elba3_q20_peak_4773		
Merged-chr2L-3770257-2	chr2L	3770081	3770467	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_132	diff__wtElba3_q20__elba3Elba3_q20_peak_211		
Merged-chr2R-15066956-6	chr2R	15066056	15067987	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	6	diff__wtInsv_q20__insvInsv_q20_peak_1687a,diff__wtInsv_q20__insvInsv_q20_peak_1687b,diff__wtInsv_q20__insvInsv_q20_peak_1687c	diff__wtElba3_q20__elba3Elba3_q20_peak_2371b,diff__wtElba3_q20__elba3Elba3_q20_peak_2371c,diff__wtElba3_q20__elba3Elba3_q20_peak_2372		
Merged-chr2L-4284340-2	chr2L	4284127	4284522	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_148	diff__wtElba3_q20__elba3Elba3_q20_peak_237		
Merged-chr3R-7472828-3	chr3R	7472478	7473155	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	3	diff__wtInsv_q20__insvInsv_q20_peak_3556	diff__wtElba3_q20__elba3Elba3_q20_peak_4790a,diff__wtElba3_q20__elba3Elba3_q20_peak_4790b		
Merged-chr2L-4387051-3	chr2L	4386648	4387375	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	3	diff__wtInsv_q20__insvInsv_q20_peak_155	diff__wtElba3_q20__elba3Elba3_q20_peak_246a,diff__wtElba3_q20__elba3Elba3_q20_peak_246b		
Merged-chr2L-4448989-2	chr2L	4448840	4449139	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_156	diff__wtElba3_q20__elba3Elba3_q20_peak_254		
Merged-chr2L-4454450-2	chr2L	4454200	4454625	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_157	diff__wtElba3_q20__elba3Elba3_q20_peak_255		
Merged-chr2L-4595066-2	chr2L	4594855	4595268	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_160	diff__wtElba3_q20__elba3Elba3_q20_peak_262		
Merged-chr2L-4597939-2	chr2L	4597452	4598268	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_161	diff__wtElba3_q20__elba3Elba3_q20_peak_263b		
Merged-chr2L-4967776-2	chr2L	4967545	4967971	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_168	diff__wtElba3_q20__elba3Elba3_q20_peak_281		
Merged-chr3R-7713899-2	chr3R	7713701	7714110	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3576	diff__wtElba3_q20__elba3Elba3_q20_peak_4816		
Merged-chr3R-7800643-2	chr3R	7800420	7800849	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3578	diff__wtElba3_q20__elba3Elba3_q20_peak_4824		
Merged-chr2L-5037654-2	chr2L	5037306	5037985	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_173	diff__wtElba3_q20__elba3Elba3_q20_peak_295		
Merged-chr2L-5094159-2	chr2L	5093874	5094517	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_177	diff__wtElba3_q20__elba3Elba3_q20_peak_302		
Merged-chr3R-8008196-2	chr3R	8008052	8008334	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_3583	diff__wtElba3_q20__elba3Elba3_q20_peak_4830		
Merged-chr2L-490886-5	chr2L	489446	492615	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	5	diff__wtInsv_q20__insvInsv_q20_peak_18b,diff__wtInsv_q20__insvInsv_q20_peak_18c,diff__wtInsv_q20__insvInsv_q20_peak_18d	diff__wtElba3_q20__elba3Elba3_q20_peak_54a,diff__wtElba3_q20__elba3Elba3_q20_peak_54b		
Merged-chr2L-5410457-2	chr2L	5410196	5410678	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	2	diff__wtInsv_q20__insvInsv_q20_peak_191	diff__wtElba3_q20__elba3Elba3_q20_peak_319		
Merged-chr3L-21875031-3	chr3L	21874401	21875616	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	3	diff__wtInsv_q20__insvInsv_q20_peak_3122a,diff__wtInsv_q20__insvInsv_q20_peak_3122b	diff__wtElba3_q20__elba3Elba3_q20_peak_4212		
Merged-chr3R-13983035-6	chr3R	13981369	13984895	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	6	diff__wtInsv_q20__insvInsv_q20_peak_3931a,diff__wtInsv_q20__insvInsv_q20_peak_3931b,diff__wtInsv_q20__insvInsv_q20_peak_3931c,diff__wtInsv_q20__insvInsv_q20_peak_3931d,diff__wtInsv_q20__insvInsv_q20_peak_3931e	diff__wtElba3_q20__elba3Elba3_q20_peak_5184		
Merged-chr3L-17983283-3	chr3L	17983035	17983655	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	3	diff__wtInsv_q20__insvInsv_q20_peak_2890a,diff__wtInsv_q20__insvInsv_q20_peak_2890b	diff__wtElba3_q20__elba3Elba3_q20_peak_3915		
Merged-chr3R-13988829-4	chr3R	13988109	13989455	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	4	diff__wtInsv_q20__insvInsv_q20_peak_3933a,diff__wtInsv_q20__insvInsv_q20_peak_3933b,diff__wtInsv_q20__insvInsv_q20_peak_3933c	diff__wtElba3_q20__elba3Elba3_q20_peak_5185		
Merged-chrX-10717939-3	chrX	10717293	10718837	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	3	diff__wtInsv_q20__insvInsv_q20_peak_5123a,diff__wtInsv_q20__insvInsv_q20_peak_5123b	diff__wtElba3_q20__elba3Elba3_q20_peak_6705		
Merged-chr3L-18006277-3	chr3L	18005938	18006716	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	3	diff__wtInsv_q20__insvInsv_q20_peak_2895b,diff__wtInsv_q20__insvInsv_q20_peak_2895c	diff__wtElba3_q20__elba3Elba3_q20_peak_3919		
